catalog,group,name
52044,409,2 фунта
52046,409,3 пенса
52055,418,10 центов
52056,418,50 центов
52057,607,3 цента
52059,422,20 кирш
52060,382,4000 квач
52065,415,20 центов
52067,871,1 грош
52072,417,2 1/2 эскудо
52073,417,20 сентаво
52076,493,3 пенса
52078,673,50 пенсов
52082,399,5 фунтов
52090,371,5 сентим
52091,504,10000 злотых
52092,504,20000 злотых
52093,504,50 злотых
52094,504,50 злотых
52095,499,1 пфенниг
52096,499,1/4 талера
52097,501,3 пенса
52098,407,50 рублей
52100,717,5 солей
52102,364,25 долларов
52104,416,50 сенти
52107,387,1 доллар
52108,387,1 доллар
52110,387,1 доллар
52111,387,1 доллар
52112,387,1 доллар
52113,387,1 доллар
52116,387,1/2 доллара
52120,387,5 центов
52124,584,20 долларов
52128,384,2 сантима
52138,556,1 колон
52140,474,1 лат
52141,482,2 евро
52142,482,2 евро
52143,482,5 экю
52144,482,5 экю
52145,482,5 экю
52146,396,40 рейс
52154,624,20 вон
52155,624,20 вон
52156,624,20 вон
52157,874,3 пфеннига
52168,517,500 йен
52171,517,500 йен
52172,517,500 йен
52173,517,500 йен
52178,517,500 йен
52179,517,500 йен
52182,517,500 йен
52186,457,50 гурдес
52187,1572,1 песо
52188,452,5 сантим
52190,1065,5 чон
52194,365,1 песо
52196,591,25 колон
52197,540,3 евро
52198,585,8 кэш
52202,732,1/2 доллара
52206,504,5 грош
52208,1653,300 рейс
52209,1653,400 рейс
52210,410,2 1/2 цента
52211,410,5 гульденов
52212,710,1 крейцер
52213,849,1 рубль
52214,849,20 рублей
52215,743,25 фунтов
52223,443,1 боливар
52227,427,1 даласи
52228,427,1 даласи
52229,427,50 бутут
52231,512,2 фунта
52238,422,1 миллим
52240,422,40 пар
52242,422,5 пиастров
52246,358,50 пайс
52250,388,5 песет
52251,388,5 песет
52252,388,5 песет
52253,388,5 песет
52254,388,5 песет
52255,388,5 песет
52256,538,50 тенге
52263,380,10 сентаво
52264,380,20 сентаво
52265,408,1 песо
52266,408,5 песо
52271,360,50 тамбала
52276,365,5 песо
52277,365,5 песо
52278,365,5 песо
52280,365,5 песо
52281,365,5 песо
52282,365,5 песо
52283,365,5 песо
52284,426,10 долларов
52287,482,1 гульден
52289,901,1 крона
52293,399,1 пенни
52294,399,50 пенсов
52295,399,50 пенсов
52296,399,50 пенсов
52297,615,2 доллара
52298,371,1 соль
52299,371,1 соль
52302,504,2 злотых
52303,504,2 злотых
52305,765,1/8 таньга
52306,494,10 лей
52309,404,100 лир
52311,404,20 лир
52312,404,20 лир
52313,404,20 лир
52314,404,20 лир
52315,404,200 лир
52316,404,200 лир
52317,404,200 лир
52318,404,200 лир
52319,404,200 лир
52321,404,50 лир
52322,404,50 лир
52323,404,50 лир
52326,404,500 лир
52328,717,3 чентезимо
52329,475,1 лилангени
52330,475,50 центов
52333,412,25 центов
52341,621,1 цент
52342,621,1/4 цента
52344,582,2 гирша
52347,387,1 доллар
52348,387,1 доллар
52349,387,1 доллар
52355,387,5 центов
52358,411,10 центов
52359,411,20 центов
52363,456,20 бат
52367,446,1 цент
52370,506,100 сом
52371,506,100 сом
52372,531,2 гривны
52373,531,5 гривен
52376,520,1 крона
52378,384,10 франков
52379,384,10 франков
52380,384,10 франков
52381,384,50 сентим
52382,429,2 эре
52383,842,1 цент
52385,842,2 цента
52387,461,1/2 цента
52388,461,20 центов
52390,535,5 пар
52391,535,50 динар
52392,517,1 бу
52393,517,1 шу
52394,517,100 йен
52403,362,20 центов
52404,389,50 шиллингов
52407,502,10 сантим
52408,357,40 рейс
52410,720,1/2 пфеннига
52411,427,10 даласи
52412,702,4 пфеннига
52413,405,5 эре
52415,401,5 сентесим
52418,425,10 сантим
52419,379,1 кеппинг
52422,504,20 злотых
52423,504,20 злотых
52425,499,1 пфенниг
52431,739,10 долларов
52437,534,10 сенти
52444,387,1 доллар
52448,517,50 сен
52453,538,50 тенге
52454,538,50 тенге
52455,419,1 доллар
52459,504,20000 злотых
52460,624,1 вон
52462,662,5 фунтов
52464,716,5 марок
52470,461,1 ранд
52472,461,1 ранд
52473,461,1 ранд
52474,461,50 центов
52475,461,50 центов
52476,461,50 центов
52477,461,50 центов
52478,495,25 дирхам
52479,409,50 пенсов
52482,470,6 секс евро
52484,470,6 секс евро
52488,405,20 крон
52490,358,1 рупия
52491,358,1 рупия
52492,358,1 рупия
52494,358,2 рупии
52495,358,2 рупии
52496,358,5 рупий
52498,419,25 центов
52499,419,25 центов
52500,419,25 центов
52501,419,25 центов
52502,466,2 доллара
52507,387,1 доллар
52508,387,1/4 доллара
52509,387,1/4 доллара
52510,647,1 доллар
52512,1675,1 рубль
52522,403,20 пар
52526,359,2 лиры
52529,702,1 пфенниг
52532,382,6 пенсов
52544,408,1 песо
52546,381,1/2 пиастра
52552,499,3 пфеннига
52557,412,2 цента
52558,416,5 сентесим
52568,389,1 лиард
52569,389,1/2 крейцера
52570,502,10 сантим
52571,502,50 сантим
52575,409,3 пенса
52577,882,1 пфенниг
52578,405,5 эре
52580,487,1/2 пенни
52582,376,10 центов
52593,404,1 лира
52594,412,1 цент
52599,456,2 бата
52600,496,1 джао
52603,413,1/2 сентаво
52604,520,2 пенса
52607,384,50 сантим
52608,384,50 сантим
52611,429,1 эре
52612,561,1 деньга
52613,571,3 копейки
52614,358,1/4 рупии
52617,465,10 риалов
52618,495,10 дирхам
52625,415,1 юань
52634,950,1 пенни
52637,721,25 пенсов
52638,721,25 пенсов
52640,721,25 пенсов
52645,721,25 пенсов
52646,721,25 пенсов
52647,721,25 пенсов
52649,721,25 пенсов
52651,721,25 пенсов
52653,615,1 доллар
52659,416,25 шиллингов
52661,416,25 шиллингов
52662,461,10 центов
52663,461,10 центов
52664,461,10 центов
52665,461,20 центов
52666,461,20 центов
52667,461,20 центов
52668,461,5 центов
52669,461,5 центов
52670,461,5 центов
52675,389,20 шиллингов
52678,604,200 драм
52680,502,10 сантим
52681,502,25 сантим
52682,502,25 сантим
52683,502,5 сантим
52684,502,5 сантим
52695,579,1/10 гульдена
52696,513,5 долларов
52701,417,1 сентим
52703,417,5 сентим
52705,673,50 пенсов
52706,673,50 пенсов
52717,407,1  рубль
52719,407,1  рубль
52722,590,1 рубль
52723,590,1 рубль
52724,590,1 рубль
52725,590,1 рубль
52726,590,1 рубль
52727,590,1 рубль
52728,590,1 рубль
52729,590,1 рубль
52733,590,1 рубль
52734,590,1 рубль
52735,590,1 рубль
52736,590,1 рубль
52737,590,1 рубль
52738,590,1 рубль
52739,590,1 рубль
52740,590,1 рубль
52741,590,1 рубль
52743,590,1 рубль
52744,590,1 рубль
52745,590,1 рубль
52746,590,1 рубль
52747,590,1 рубль
52748,590,1 рубль
52749,590,1 рубль
52750,590,1 рубль
52751,590,1 рубль
52752,590,1 рубль
52753,590,1 рубль
52754,590,1 рубль
52755,590,1 рубль
52757,590,1 рубль
52758,590,1 рубль
52759,590,1 рубль
52760,590,1 рубль
52761,590,1 рубль
52762,590,1 рубль
52766,387,1 цент
52768,716,5 марок
52771,564,1 рубль
52772,568,1 полушка
52773,569,1 копейка
52774,571,2 копейки
52775,572,1 пенни
52776,362,1 доллар
52778,395,10 рейс
52781,442,10 динерс
52790,470,10 евро
52791,470,10 марок
52795,388,2000 песет
52796,388,4 реала
52798,401,1 сентесимо
52799,401,1 сентесимо
52802,634,10 долларов
52803,615,1 доллар
52804,615,1 доллар
52805,615,1 доллар
52806,615,1 доллар
52807,615,1 доллар
52808,615,1 доллар
52809,615,1 доллар
52810,615,1 доллар
52811,615,1 доллар
52813,615,1 доллар
52816,396,40 рейс
52817,407,3 рубля
52819,404,1 лира
52820,404,100 лир
52822,404,5 лир
52823,404,50 лир
52824,404,50 лир
52829,387,1 доллар
52830,384,1 1/2 евро
52833,384,5 сантим
52835,716,5 марок
52836,429,1/2 скиллинга
52837,429,1/6 эре
52838,420,1000 шиллингов
52841,468,20 сенити
52842,359,4 байоччи
52850,409,1/2 пенни
52851,409,2 пенса
52852,950,1/2 пенни
52853,397,5 фунтов
52854,404,5 сентесим
52865,409,4 пенса
52871,398,5 фунтов
52872,398,5 фунтов
52874,422,10 миллим
52875,422,10 миллим
52877,409,2 фунта
52879,409,5 фунтов
52880,470,6 секс евро
52882,470,6 секс евро
52884,470,6 секс евро
52885,470,6 секс евро
52886,470,6 секс евро
52887,470,6 секс евро
52888,470,6 секс евро
52889,470,6 секс евро
52890,470,6 секс евро
52892,470,6 секс евро
52893,470,6 секс евро
52896,470,6 секс евро
52897,470,6 секс евро
52898,470,6 секс евро
52899,470,6 секс евро
52900,470,6 секс евро
52901,470,6 секс евро
52906,634,1 доллар
52923,362,1 доллар
52924,362,20 долларов
52927,362,5 долларов
52929,362,50 центов
52933,385,2 доллара
52935,525,2000 форинтов
52936,525,500 форинтов
52937,525,500 форинтов
52938,525,500 форинтов
52939,382,4000 квач
52941,382,4000 квач
52943,538,50 тенге
52944,538,50 тенге
52946,415,10 юаней
52947,415,10 юаней
52964,415,10 юаней
52967,415,10 юаней
52969,415,10 юаней
52970,415,10 юаней
52971,415,10 юаней
52972,415,10 юаней
52983,415,10 юаней
52985,415,10 юаней
53003,415,5 юаней
53023,415,5 юаней
53027,408,10 динерс
53032,360,10 квач
53042,663,500 лир
53045,739,50 долларов
53051,739,50 долларов
53052,365,20 сентаво
53063,374,10 долларов
53064,374,10 долларов
53068,364,1 доллар
53089,384,10 франков
53094,535,1000 динар
53095,535,1000 динар
53096,535,350 динар
53097,535,400 динар
53100,369,1 риал
53101,369,2 риала
53102,362,1 пенни
53104,359,1000 лир
53106,503,1 динар
53107,479,1/2 дирхама
53109,500,5 эре
53111,399,2 пенса
53113,469,2 сентесимо
53115,384,50 сантим
53116,526,50 крон
53117,514,5 крон
53119,581,5000 кип
53121,396,200 эскудо
53122,396,200 эскудо
53123,396,200 эскудо
53124,386,200 крон
53125,386,200 крон
53126,386,200 крон
53127,386,200 крон
53128,386,200 крон
53129,386,200 крон
53131,386,200 крон
53132,386,200 крон
53134,384,"6,55957 франка"
53136,620,200 крон
53137,620,200 крон
53138,620,200 крон
53139,620,200 крон
53140,620,200 крон
53141,620,200 крон
53142,620,200 крон
53143,620,200 крон
53144,620,200 крон
53145,620,200 крон
53146,620,200 крон
53147,620,200 крон
53148,620,200 крон
53149,620,200 крон
53150,620,200 крон
53151,620,200 крон
53152,620,200 крон
53154,620,200 крон
53155,620,200 крон
53156,620,200 крон
53157,620,200 крон
53159,620,200 крон
53160,620,200 крон
53161,620,200 крон
53162,620,200 крон
53163,620,200 крон
53166,620,200 крон
53167,620,200 крон
53171,620,200 крон
53172,620,200 крон
53173,620,200 крон
53174,620,200 крон
53175,620,200 крон
53176,620,200 крон
53177,620,200 крон
53178,620,200 крон
53181,389,20 евро
53182,389,20 евро
53183,389,20 евро
53184,389,5 экю
53185,389,50 шиллингов
53186,389,50 шиллингов
53188,389,50 шиллингов
53189,389,50 шиллингов
53190,389,50 шиллингов
53191,389,50 шиллингов
53192,389,50 шиллингов
53193,389,500 шиллингов
53194,389,500 шиллингов
53195,389,500 шиллингов
53196,389,500 шиллингов
53197,389,500 шиллингов
53198,389,500 шиллингов
53199,389,500 шиллингов
53200,389,500 шиллингов
53201,389,500 шиллингов
53202,502,10 евро
53209,868,2 сантима
53213,401,5 сентесим
53217,399,20 пенсов
53218,508,25 пиастров
53220,386,10 хеллеров
53221,515,10 евро
53222,708,1 хеллер
53223,409,3 пенса
53233,362,1 доллар
53234,362,10 долларов
53235,362,10 долларов
53236,362,10 долларов
53237,362,10 долларов
53241,362,20 центов
53242,362,20 центов
53243,362,20 центов
53244,362,20 центов
53245,362,20 центов
53246,362,20 центов
53247,362,20 центов
53250,389,100 шиллингов
53251,389,100 шиллингов
53252,442,10 динерс
53257,522,500 афгани
53263,655,1000 франков
53278,409,2 фунта
53279,409,2 фунта
53281,409,2 фунта
53283,553,10 донг
53284,553,10 донг
53297,358,10 рупий
53302,388,10 евро
53303,388,10 евро
53310,388,2000 песет
53311,401,10 сентесим
53318,538,500 тенге
53322,538,500 тенге
53323,538,500 тенге
53330,408,1 песо
53337,581,1000 кип
53353,379,10 рингит
53365,504,10 злотых
53378,504,10 злотых
53383,504,10 злотых
53386,504,10 злотых
53392,428,10000 вон
53394,504,10 злотых
53398,605,7000 франков
53399,504,10 злотых
53403,504,10 злотых
53409,504,100 злотых
53410,429,200 крон
53413,504,100 злотых
53414,504,100 злотых
53416,454,1/4 цента
53417,504,100 злотых
53418,504,100000 злотых
53422,504,20 злотых
53424,515,10 евро
53426,504,200 злотых
53428,515,20 экю
53438,396,8 евро
53443,469,200 песо
53444,469,500 песо
53446,469,5000 песо
53449,624,10 вон
53452,387,1 доллар
53455,387,1 доллар
53459,387,1 доллар
53462,387,1 доллар
53463,631,1000 франков
53464,387,1 доллар
53465,387,1 доллар
53466,631,1000 франков
53468,456,300 бат
53472,518,2 буджу
53480,525,1 талер
53481,443,5 боливар
53482,553,1 ксу
53483,553,2 ксу
53484,553,5 ксу
53485,702,1 талер
53490,422,10 пиастр
53493,369,5000 динар
53500,930,1 талер
53505,396,10 эскудо
53511,456,100 бат
53517,531,5 гривен
53518,531,5 гривен
53520,531,5 гривен
53521,531,5 гривен
53522,531,5 гривен
53526,413,25 писо
53527,413,25 писо
53528,413,50 писо
53529,413,50 писо
53530,413,50 писо
53531,384,1 экю
53536,359,500 лир
53537,443,100 боливар
53542,370,500 сика
53543,370,500 сика
53546,401,5 евро
53547,376,2 доллара
53549,419,50 центов
53550,419,50 центов
53557,365,1 песо
53558,365,1 песо
53560,456,600 бат
53563,367,20 рупий
53565,367,25 рупий
53571,367,500 рупий
53574,365,100 песо
53580,535,5000 динар
53581,535,500 динар
53582,1115,1 пенни
53586,389,1 талер
53589,710,1/2 гульдена
53590,1076,1/2 крейцера
53597,522,25 пул
53598,560,10 боливиано
53602,786,3 пфеннига
53612,923,1 грано
53614,703,1/6 талера
53616,384,1 денье
53623,977,1 гульден
53627,403,20 пар
53630,568,1 пара 3 деньги
53633,401,20 лир
53635,415,1 юань
53636,381,10 пиастр
53638,504,2 злотых
53639,504,2 злотых
53640,504,2 злотых
53641,504,2 злотых
53642,504,2 злотых
53644,407,1 1/2 рубля
53645,407,1 1/2 рубля
53646,416,10 шиллингов
53648,416,20 шиллингов
53649,416,5 шиллингов
53650,531,5 гривен
53652,510,1 1/2 рубля
53653,369,50 риалов
53656,502,5 франков
53658,753,1 дайм
53667,465,12 хумши
53674,387,1 доллар
53681,470,10 евро
53684,369,2000 риалов
53685,369,5000 риалов
53687,384,2 евро
53689,716,5 пфеннигов
53691,409,2 пенса
53692,409,2 фунта
53693,409,3 пенса
53696,389,1 талер
53697,389,20 крейцеров
53698,389,20 крейцеров
53700,633,20 крейцеров
53703,359,50 сентесим
53705,907,3 марки
53706,907,5 марок
53712,422,25 пиастров
53713,1574,2 стивера
53728,504,100000 злотых
53735,409,1/2 кроны
53736,409,2 шиллинга
53737,409,1 шиллинг
53738,409,3 пенса
53739,409,1 пенни
53740,409,1/2 пенни
53741,409,1 фартинг
53745,907,10 пфеннигов
53746,525,100 форинтов
53748,525,50 форинтов
53749,525,500 форинтов
53750,525,500 форинтов
53751,525,500 форинтов
53752,648,10 марок
53753,648,5 марок
53758,378,4 риеля
53762,445,1 лира
53770,499,2 пфеннига
53772,703,1 хеллер
53774,373,10 долларов
53775,373,10 долларов
53776,373,10 долларов
53777,508,2 1/2 пиастра
53778,508,2 пиастра
53780,590,1 рубль
53783,985,6 грошей
53784,472,5 рапп
53786,384,10 сантим
53801,362,5 долларов
53808,947,2 фунта
53812,604,100 драм
53813,604,100 драм
53815,849,20 рублей
53816,849,20 рублей
53817,471,2 доллара
53818,471,2 доллара
53820,1131,2 фунта
53825,525,5000 форинтов
53826,525,5000 форинтов
53828,509,1 доллар
53829,509,1 доллар
53830,509,1 доллар
53831,509,1 доллар
53847,464,2 шекеля
53848,464,2 шекеля
53850,487,2 евро
53851,388,10 евро
53853,388,2000 песет
53860,538,500 тенге
53863,580,5 долларов
53870,489,5 франков
53871,408,10 песо
53877,474,1 лат
53885,445,5 лир
53887,663,2 скуди
53895,493,1 доллар
53896,493,1 доллар
53902,399,1 крона
53903,399,1 крона
53904,399,1 крона
53905,399,1 крона
53906,399,1 крона
53907,399,1 крона
53918,451,150 гуарани
53921,451,150 гуарани
53929,451,150 гуарани
53930,451,150 гуарани
53931,451,150 гуарани
53932,451,150 гуарани
53933,451,150 гуарани
53936,451,150 гуарани
53938,396,2 евро
53943,649,2 фунта
53945,649,2 фунта
53953,416,4000 шиллингов
53954,614,20 крон
53957,584,1 доллар
53967,531,10 гривен
53970,531,10 гривен
53978,520,1 крона
53985,461,2 ранда
54002,358,10 пайс
54004,1667,1 экуэль
54005,1667,100 экуэле
54006,1667,5 экуэль
54007,1667,50 экуэле
54008,1667,500 экуэле
54017,365,100 песо
54018,365,100 песо
54019,365,100 песо
54021,365,100 песо
54023,365,100 песо
54024,365,100 песо
54025,365,100 песо
54027,365,100 песо
54028,365,100 песо
54029,365,100 песо
54030,365,100 песо
54031,365,100 песо
54032,365,100 песо
54033,365,100 песо
54035,365,100 песо
54036,365,20 песо
54047,412,1/2 рупии
54048,387,1 доллар
54051,387,1 доллар
54053,387,1 доллар
54055,387,1 доллар
54056,387,1/2 доллара
54057,531,5 гривен
54059,442,20 динерс
54061,607,5 бит
54071,388,50 сентим
54077,371,20 соль
54084,464,2 шекеля
54087,531,10 гривен
54089,531,10 гривен
54092,419,5 долларов
54093,419,8 долларов
54102,662,1 пенни
54103,662,1/2 пенни
54104,662,10 пенсов
54105,662,2 пенса
54106,662,20 пенсов
54108,662,5 пенсов
54109,531,2 гривны
54110,648,10 пфеннигов
54113,525,1 форинт
54121,405,20 крон
54123,504,100000 злотых
54124,504,200000 злотых
54125,407,3 рубля
54128,387,1 доллар
54129,531,2 гривны
54130,531,5 гривен
54132,470,6 секс евро
54133,470,6 секс евро
54134,470,6 секс евро
54135,470,6 секс евро
54136,470,6 секс евро
54137,470,6 секс евро
54139,388,1 евроцент
54140,904,2 анны
54141,358,25 пайс
54142,384,10 франков
54143,358,3 пайса
54144,904,1 анна
54146,358,1/2 анны
54147,358,1 пайс
54148,358,2 пайса
54149,358,1 пайс
54150,358,2 пайса
54152,358,5 пайс
54154,358,10 пайс
54155,358,20 пайс
54157,358,2 рупии
54161,849,10 рублей
54163,849,10 рублей
54166,525,200 форинтов
54167,525,25 форинтов
54168,525,50 форинтов
54169,388,5 экю
54171,465,2 динара
54173,419,25 центов
54174,419,25 центов
54178,419,25 центов
54180,419,25 центов
54184,419,25 центов
54187,408,10 песо
54188,474,10 лат
54198,744,2 доллара
54201,500,100 крон
54202,500,100 крон
54203,500,100 крон
54206,396,10 евро
54207,624,100 вон
54208,624,2 вон
54210,624,5 вон
54219,1625,25 долларов
54221,605,15000 франков
54223,535,1000 динар
54224,535,500 динар
54226,428,10000 вон
54227,428,10000 вон
54228,428,10000 вон
54229,428,10000 вон
54234,571,10 копеек
54237,502,2 евро
54242,457,25 гурдес
54243,369,Монетовидный жетон
54244,388,20 евро
54247,483,20 мунгу
54249,396,2 1/2 евро
54250,396,2 1/2 евро
54252,396,2 1/2 евро
54253,407,1 рубль
54257,590,5 копеек
54258,515,5 евро
54259,760,1 талер
54260,452,250 франков
54261,419,100 долларов
54264,407,50 рублей
54266,389,10 евроцентов
54267,389,20 евроцентов
54271,387,1 доллар
54276,362,5 долларов
54280,442,5 динерс
54281,522,5 афгани
54284,359,20 лир
54285,359,5 евро
54291,419,20 долларов
54293,730,500 франков
54296,445,2 фунта
54298,483,25 тугриков
54308,869,1 шиллинг
54309,362,1/2 пенни
54310,362,6 пенсов
54311,362,6 пенсов
54313,362,1 доллар
54314,604,25 драм
54319,634,1 доллар
54322,634,2 доллара
54324,407,3 рубля
54325,404,500 лир
54327,556,100 колон
54329,556,10 колон
54330,408,10 сентаво
54331,408,5 сентаво
54332,398,2 пенса
54333,398,1 пенни
54334,380,10 песо
54335,369,5 риалов
54336,369,2 риала
54337,461,1 пенни
54338,493,1 пенни
54339,362,1/2 пенни
54340,397,1/4 шиллинга
54341,463,1 цент
54344,445,2 евро
54346,388,2 евроцента
54347,485,50 сентаво
54350,502,25 сантим
54353,560,10 сентаво
54356,503,1/4 динара
54359,388,10 сентим
54368,483,5 мунгу
54370,367,50 пайс
54374,505,2 пайса
54376,472,2 раппа
54378,407,10 рублей
54379,905,10 франков
54382,384,5 сантим
54389,403,1 лира
54390,403,5 лир
54391,508,5 пиастров
54394,456,5 бат
54397,456,5 бат
54399,582,2 кирша
54405,359,1/2 байоччи
54406,359,10 лир
54408,398,25 пенсов
54409,398,25 пенсов
54410,1532,1 сентим
54415,489,10 франков
54425,661,1 франческоне
54437,472,1 батзен
54445,472,1 блуцгер
54484,472,20 крейцеров
54494,472,20 франков
54510,533,5 стотинок
54513,409,6 пенсов
54514,525,5/10 крейцера
54520,457,50 гурдес
54524,866,1/24 талера
54525,512,50 пенсов
54528,422,5 миллим
54529,422,5 миллим
54530,462,1 кеппинг
54532,388,10 сентим
54533,388,5 сентаво
54539,408,10 песо
54540,425,25 сантим
54542,365,10 песо
54543,705,3 пфеннига
54544,367,10 пайс
54545,769,1/16 гульдена
54547,500,1 эре
54548,399,50 пенсов
54549,399,50 пенсов
54551,504,5 грош
54552,499,1 грош
54556,680,1 кеппинг
54557,515,5 пенни
54562,384,10 сантим
54563,384,20 соль
54565,905,1 франк
54566,472,1/2 франка
54573,424,2 евро
54578,405,25 эре
54581,568,1 гривенник
54582,362,1 доллар
54583,362,1 доллар
54586,409,1 фартинг
54587,488,500 франков
54589,769,1 дьюит
54592,590,1 рубль
54593,573,10 пенни
54594,502,2 евро
54595,401,2 евро
54597,425,2 евро
54598,425,2 евро
54599,425,2 евро
54600,425,2 евро
54601,482,2 евро
54602,399,1 крона
54603,399,1 крона
54604,399,1 крона
54605,504,10 злотых
54607,396,2 евро
54608,386,2 евро
54609,540,2 евро
54610,515,2 евро
54611,384,2 евро
54612,384,2 евро
54613,517,500 йен
54617,710,1 талер
54618,795,2 гульдена
54626,476,5 пар
54627,508,25 фунтов
54631,384,1/3 экю
54632,384,1/4 франка
54634,995,1 талер
54637,607,2 цента
54642,538,50 тенге
54644,538,50 тенге
54645,380,50 сентаво
54646,764,1 рупия
54650,371,1 соль
54651,662,50 пенсов
54653,531,2 гривны
54654,531,2 гривны
54657,387,1/4 доллара
54660,470,2 евро
54661,404,2 евро
54664,389,2 евро
54666,425,2 евро
54668,407,10 рублей
54669,604,50 драм
54670,604,50 драм
54671,604,50 драм
54672,604,50 драм
54673,604,50 драм
54674,604,50 драм
54676,604,50 драм
54677,604,50 драм
54678,604,50 драм
54679,604,50 драм
54683,502,2 сантима
54684,502,2 сантима
54685,502,25 сантим
54686,502,5 сантим
54687,450,10 пайс
54688,450,25 пайс
54689,1549,1 крона
54691,808,1 пфенниг
54693,525,20 филлеров
54695,457,"0,2 гурда"
54698,648,10 марок
54701,405,2 эре
54703,422,5 миллим
54706,358,5 рупий
54707,388,10 сентим
54708,388,25 песет
54709,401,2 сентесимо
54710,401,500 лир
54715,367,1 пайс
54716,367,25 пайс
54717,367,25 пайс
54718,367,5 пайс
54721,493,1 пенни
54727,396,5 рейс
54728,499,1 пфенниг
54729,392,10 сентаво
54730,475,1 лилангени
54731,582,2 гирша
54735,403,25 куруш
54736,403,5 куруш
54740,384,1/4 евро
54741,472,20 рапп
54743,429,1 эре
54744,461,1 пенни
54748,805,1 талер
54749,808,1 пфенниг
54750,359,20 лир
54753,415,1 юань
54755,1105,1/48 талера
54759,407,10 рублей
54835,389,10 евро
54836,389,5 евро
54837,390,5 эскудо
54841,710,1 крейцер
54842,849,20 рублей
54843,502,250 франков
54849,388,10 евро
54850,425,50 центов
54852,658,1 драм
54853,658,1 драм
54855,658,50 лума
54856,658,50 лума
54858,500,5 эре
54859,499,1 пфенниг
54860,499,1 пфенниг
54862,499,1 солид
54864,499,1/6 талера
54866,404,500 лир
54869,708,6 пфеннигов
54870,429,100 крон
54872,568,2 копейки
54874,415,10 юаней
54876,575,1 бальбоа
54877,575,1/2 бальбоа
54878,575,1/4 бальбоа
54879,499,1/6 талера
54881,407,1 рубль
54885,502,50 сантим
54886,564,1 деньга
54887,570,20 копеек
54891,502,1 франк
54892,502,1 франк
54894,502,50 сантим
54912,485,Аргентина 1977-1978
54940,399,5 пенсов
54947,1074,3 крейцера
54949,384,10 франков
54950,384,50 сантим
55067,568,2 копейки
55070,390,2 макуты
55071,485,2 сентаво
55077,805,1 пфенниг
55081,720,1 шиллинг
55082,457,20 сантим
55086,516,1 драхма
55092,382,1000 квач
55097,369,100 динар
55098,388,4 реала
55101,465,1 риал
55107,908,3 пфеннига
55109,365,20 сентаво
55112,396,100 рейс
55114,407,25 рублей
55115,467,1000 франков
55117,717,5 сентесим
55118,387,1 крона
55122,384,1/2 экю
55123,384,1/2 экю
55132,362,20 центов
55133,362,20 центов
55137,502,2 евро
55138,359,10 лир
55139,359,100 лир
55141,359,50 лир
55142,359,50 лир
55143,359,50 лир
55146,516,2 евро
55148,419,25 центов
55149,419,25 центов
55150,419,25 центов
55152,361,25 центов
55153,474,1 лат
55154,474,1 лат
55155,474,1 лат
55156,474,1 лат
55157,474,1 лат
55176,407,25 рублей
55177,494,50 бани
55184,515,2 евро
55185,515,5 евро
55186,515,5 евро
55191,849,1 рубль
55192,849,1 рубль
55195,385,1 цент
55197,502,50 сантим
55201,525,1 крейцер
55205,702,2 пфеннига
55206,460,1 цент
55209,464,1 шекель
55213,401,2 евро
55216,401,500 лир
55217,419,50 центов
55218,380,2 песо
55224,493,20 центов
55225,397,10 пенсов
55227,504,2 злотых
55228,504,2 злотых
55229,499,1 пфенниг
55231,499,3 пфеннига
55232,1562,3 пфеннига
55240,416,20 франков
55242,582,10 кирш
55244,582,5 кирш
55248,661,1 кватрино
55249,423,10 сантим
55250,423,2 харуба
55251,423,5 сантим
55253,515,1 пенни
55258,1111,1 пфенниг
55259,524,1 герш
55260,461,1/2 пенни
55261,461,3 пенса
55264,568,1 копейка
55266,571,2 копейки
55269,362,25 долларов
55280,376,25 долларов
55281,419,10 центов
55298,407,50 рублей
55299,718,1000 манат
55300,531,2 гривны
55302,708,1 геллер
55303,429,1/4 скиллинга
55305,1675,1 рубль
55306,1675,10 рублей
55308,1675,2 рубля
55310,1675,5 копеек
55311,1675,50 копеек
55314,525,3000 форинтов
55315,525,3000 форинтов
55321,408,1 песо
55322,408,10 песо
55336,739,50 долларов
55338,399,1 крона
55339,615,100 долларов
55341,396,200 эскудо
55343,396,500 эскудо
55344,407,1 рубль
55346,649,2 фунта
55347,386,200 крон
55348,364,5 долларов
55350,716,10 марок
55351,716,10 марок
55354,716,10 марок
55355,716,10 марок
55356,716,10 марок
55359,716,10 марок
55360,716,10 марок
55361,716,10 марок
55365,388,1 евро
55367,388,2 евро
55368,362,1 доллар
55370,362,50 центов
55371,389,1 дукат
55372,395,25 эскудо
55374,485,25 песо
55375,485,5 песо
55376,366,5 флоринов
55379,555,14+2 экю
55380,357,2 реала
55383,409,1 фунт
55389,525,200 форинтов
55390,457,50 гурдес
55391,449,2000 долларов
55392,427,2000 бутут
55394,398,1 фунт
55397,464,1 шекель
55398,464,2 шекеля
55399,464,2 шекеля
55400,464,2 шекеля
55401,464,2 шекеля
55403,464,2 шекеля
55408,419,5 долларов
55410,419,5 долларов
55412,402,1 фунт
55472,513,10 долларов
55475,435,50 авос
55479,365,20 сентаво
55480,426,10 долларов
55487,634,1 доллар
55488,493,1 шиллинг
55501,721,1 крона
55504,741,5 долларов
55505,759,5 долларов
55508,371,1/2 инти
55510,504,100 злотых
55514,407,1 рубль
