catalog,group,name
15405,504,5 злотых
15407,400,"0,05 лек"
15408,409,1 фунт
15409,409,1 шиллинг
15411,391,200 франков
15412,391,250 франков
15423,590,10 рублей
15424,590,10 рублей
15425,590,10 рублей
15426,590,10 рублей
15427,590,10 рублей
15428,590,10 рублей
15429,590,3 рубля
15434,590,5 рублей
15435,590,5 рублей
15440,403,20 куруш
15441,605,100 песет
15442,605,100 песет
15444,605,150 песет
15447,605,75 песет
15448,605,75 песет
15449,590,1 рубль
15450,849,20 рублей
15451,531,5 гривен
15460,531,5 гривен
15469,572,10 пенни
15471,849,20 рублей
15475,849,20 рублей
15480,952,1 сом
15482,952,5 сомов
15484,511,1 сомони
15486,511,5 сомони
15487,511,5 сомони
15488,511,3 сомони
15490,849,20 рублей
15492,849,20 рублей
15498,604,1 драм
15500,412,1 цент
15503,403,100000 лир
15526,386,200 крон
15527,386,500 крон
15528,386,500 крон
15529,386,500 крон
15530,386,500 крон
15531,386,500 крон
15532,386,500 крон
15533,386,500 крон
15537,464,250 прут
15538,405,200 крон
15545,604,25 драм
15556,604,100 драм
15567,604,10000 драм
15577,604,2000 драм
15578,362,1 доллар
15579,362,1 доллар
15585,389,10 евро
15591,389,5 евро
15595,976,1 пфенниг
15596,710,1 крейцер
15597,710,1/2 крейцера
15598,710,6 крейцеров
15601,805,1 пфенниг
15602,805,1/12 талера
15603,712,1 гротен
15606,419,20 долларов
15607,419,20 долларов
15609,419,20 долларов
15610,419,5 долларов
15627,908,1/48 талера
15633,615,20 долларов
15634,615,20 долларов
15641,499,1 пфенниг
15642,499,1/2 гроша
15643,499,1/24 талера
15644,499,3 гроша
15645,707,1 пфенниг
15647,407,1 рубль
15648,975,1 пфенниг
15649,977,1/2 крейцера
15652,374,10 долларов
15657,387,1 доллар
15662,849,20 рублей
15663,849,20 рублей
15686,604,1000 драм
15687,604,10000 драм
15688,604,10000 драм
15689,604,10000 драм
15691,604,100 драм
15692,633,1 талер
15694,659,1 шиллинг
15697,866,1 геллер
15698,369,10 риалов
15700,369,20 риалов
15701,660,3 чентезимо
15702,479,5 дирхам
15703,908,1 пфенниг
15705,908,5 марок
15707,499,1 грош
15709,499,1 талер
15710,499,1/48 талера
15711,499,20 марок
15712,703,5 марок
15714,403,100 лир
15715,403,5 лир
15716,770,1 дьюит
15717,978,1/2 стюбера
15726,400,50 лек
15727,633,1 талер
15728,808,3 марки
15731,525,20 крон
15732,648,5 марок
15733,470,10 пфеннигов
15734,470,10 пфеннигов
15735,470,2 пфеннига
15736,470,5 пфеннигов
15738,369,5 риалов
15740,367,100 рупий
15741,482,5 евро
15744,396,5 евро
15745,396,5 евро
15746,703,1 талер
15750,387,1/2 доллара
15754,648,5 пфеннигов
22614,362,1 доллар
22615,362,1 доллар
22617,464,1 шекель
22620,396,10 евро
22622,504,5000 злотых
22628,614,20 крон
22630,472,5 франков
22631,633,1 крейцер
22633,633,12 крейцеров
22634,633,2 пфеннига
22636,633,3 крейцера
22637,633,6 крейцеров
22641,659,4 шиллинга
22645,710,6 крейцеров
22646,805,1 пфенниг
22647,805,1/24 талера
22649,805,2 пфеннига
22660,939,1 грош
22664,502,2 евро
22665,470,20 пфеннигов
22666,907,3 марки
22667,907,3 марки
22668,527,2 сантима
22670,865,3 марки
22671,866,1 грош
22674,868,100 марок
22675,868,2000000 марок
22677,419,50 центов
22678,705,1 крейцер
22679,499,1 талер
22682,499,1/3 талера
22683,499,1/6 талера
22685,703,1/3 талера
22687,977,3 марки
22688,708,1 гульден
22689,708,6 крейцеров
22690,708,6 крейцеров
22692,632,1/2 гульдена
22693,894,3 марки
22695,472,5 франков
22696,429,5 эре
22699,531,5 гривен
22700,391,250 франков
22701,391,250 франков
22702,391,500 франков
22703,362,1 доллар
22704,362,1 доллар
22706,362,5 долларов
22708,706,1 пфенниг
22709,706,1 пфенниг
22711,522,1 афгани
22712,409,2 фунта
22713,443,50 сентим
22714,865,1 пфенниг
22715,866,1 геллер
22716,868,50 марок
22717,494,1 лей
22720,419,10 центов
22721,419,100 долларов
22722,419,5 долларов
22723,828,5 кори
22726,503,1/2 динара
22727,358,2 анны
22728,401,1000 лир
22729,401,10000 лир
22730,401,200 лир
22731,401,500 лир
22732,401,500 лир
22733,401,500 лир
22734,401,500 лир
22735,401,500 лир
22737,401,5000 лир
22738,361,20 шиллингов
22739,361,50 центов
22740,499,1 пфенниг
22741,499,4 пфеннига
22742,396,2 1/2 экю
22743,788,1/48 талера
22744,703,1 пфенниг
22746,404,200 лир
22747,404,200 лир
22749,590,3 рубля
22750,590,3 рубля
22751,535,1 динар
22752,535,2 динара
22753,535,5 динар
22754,535,50 пар
22755,387,1/2 доллара
22757,786,1/4 крейцера
22760,868,3 сантима
22762,401,1 чентезимо
22764,396,5 рейс
22767,626,2 лари
22768,359,50 лир
22771,907,50 пфеннигов
22772,404,20 лир
22774,404,50 лир
22775,716,5 марок
22779,604,5000 драм
22782,423,5 динар
22788,423,1/2 динара
22791,423,1 динар
22792,422,5 пиастров
22799,538,10 тенге
22804,451,1/12 реала
22807,397,1/4 шиллинга
22810,456,10 бат
22811,456,10 бат
22814,456,10 бат
22818,456,10 бат
22819,456,10 бат
22820,456,10 бат
22821,456,10 бат
22823,456,10 бат
22824,456,10 бат
22831,454,5 центов
22836,604,100 драм
22846,604,100 драм
22848,604,100 драм
22854,626,50 тетри
22857,534,50 лит
22858,534,10 лит
22864,482,10 евроцентов
22877,427,20 даласи
22880,362,2 доллара
22882,362,2 доллара
22883,362,2 доллара
22884,534,50 лит
22885,534,50 лит
22887,534,50 лит
22889,534,50 лит
22891,534,50 лит
22895,362,2 доллара
22896,389,10 евро
22897,389,20 евро
22898,389,25 евро
22903,470,2 евро
22904,434,20 долларов
22905,434,25 долларов
22906,525,1000 форинтов
22907,525,500 форинтов
22908,525,500 форинтов
22909,525,500 форинтов
22911,407,3 рубля
22913,494,100 лей
22914,494,100 лей
22915,419,10 центов
22916,419,15 долларов
22917,419,50 центов
22918,513,10 долларов
22919,415,10 юаней
22920,408,10 песо
22921,425,2 евро
22932,396,200 эскудо
22934,396,5 евро
22936,396,5 евро
22944,615,50 долларов
22946,374,10 долларов
22947,540,2 евро
22948,364,5 долларов
22949,416,10 долларов
22950,416,100 шиллингов
22952,416,25 долларов
22957,515,2 евро
22958,515,2 евро
22962,468,2 паанга
22964,614,10 крон
22966,605,7000 франков
22970,624,200 вон
22971,624,500 вон
22974,484,10 долларов
22977,534,50 лит
22978,534,50 лит
22983,534,50 лит
22988,534,50 лит
23015,534,50 лит
23017,585,1 кэш
23018,633,1 гульден
23019,633,20 крейцеров
23020,633,3 крейцера
23023,499,10 марок
23024,499,2 талера
23025,499,20 марок
23026,499,20 марок
23027,703,1 талер
23028,703,1 талер
23029,703,2 марки
23034,633,2 гульдена
23035,359,2 лиры
23037,808,16 грош
23038,808,2/3 талера
23039,808,24 марьенгрош
23040,939,1 талер
23041,939,5 марок
23042,784,2/3 талера
23044,795,1 талер
23045,795,1 талер
23046,875,1 талер
23047,908,3 пфеннига
23051,703,1 талер
23054,703,2 марки
23057,387,1/2 доллара
23060,894,2 пфеннига
23066,359,1 тестон
23067,359,1/2 байоччи
23070,359,1/5 скудо
23071,359,2 лиры
23072,359,2 сольди
23073,359,50 байоччи
23074,359,50 лир
23075,359,500 лир
23076,525,100 форинтов
23078,401,2 лиры
23080,367,20 рупий
23082,416,1 сомало
23085,416,25 шиллингов
23088,472,5 франков
23095,389,1 1/2 евро
23098,359,1 гроссо
23102,359,1/2 байоччи
23104,359,1/2 скудо
23105,359,1/2 сольдо
23106,359,20 сентим
23107,359,5 сольди
23108,525,200 форинтов
23109,525,200 форинтов
23110,525,200 форинтов
23118,358,1 цент
23120,401,5 сольди
23121,401,500 лир
23122,396,10 евро
23123,615,50 долларов
23124,367,50 рупий
23126,624,100 вон
23127,387,1/2 доллара
23128,387,1/2 доллара
23130,420,2000 шиллингов
23133,524,1/2 бирра
23134,472,20 франков
23135,541,10 крон
23139,541,10 крон
23141,541,10 крон
23142,541,10 крон
23144,541,10 крон
23146,359,1000 лир
23147,401,1 чентезимо
23151,633,2 гульдена
23157,710,2 гульдена
23158,808,24 марьенгрош
23161,525,15 крейцеров
23168,504,200 злотых
23169,424,100 франков
23170,424,100 франков
23173,703,1 грош
23175,703,1/6 талера
23176,703,5 марок
23177,540,3 евро
23178,526,50 крон
23179,463,10 долларов
23188,389,100 шиллингов
23190,512,14 экю
23191,512,14 экю
23192,471,1 доллар
23194,419,10 долларов
23195,419,10 долларов
23196,419,10 долларов
23197,419,10 долларов
23202,419,10 долларов
23204,419,5 долларов
23205,419,5 долларов
23208,419,5 долларов
23211,419,5 долларов
23213,513,10 долларов
23219,415,5 юаней
23220,388,1000 песет
23223,663,10 грани
23227,663,9 тари
23232,392,1000 добрас
23234,624,5 вон
23237,422,5 фунтов
23239,385,1 цент
23240,385,10 центов
23244,522,500 афгани
23245,580,20 долларов
23246,463,5 долларов
23250,485,10 сентаво
23252,759,5 долларов
23260,525,100 форинтов
23266,494,100 лей
23267,494,100 лей
23268,419,5 долларов
23274,425,500 франков
23275,634,5 долларов
23276,493,1 доллар
23277,493,50 центов
23278,613,1 рупия
23279,384,1 1/2 евро
23280,468,2 паанга
23285,437,1 песо
23286,389,1/4 флорина
23287,389,10 крейцеров
23291,402,45 пиастров
23292,380,5 десим
23294,396,1000 рейс
23295,396,500 рейс
23299,384,1 экю
23301,469,20 сентесим
23302,454,50 центов
23306,389,500 шиллингов
23307,534,1 лит
23308,534,1 лит
23313,534,1 лит
23314,456,2 бата
23320,359,1 байоччи
23325,648,1 пфенниг
23327,401,20 чентезимо
23334,526,50 крон
23335,526,50 крон
23342,648,10 марок
23345,407,2 рубля
23348,424,1 евро
23352,422,5 фунтов
23359,359,500 лир
23362,805,2 марьенгроша
23364,995,1 талер
23366,876,20 крейцеров
23368,487,1/2 кроны
23369,415,20 центов
23371,499,6 грошей
23373,496,50 юаней
23376,422,5 пиастров
23389,590,3 рубля
23390,590,3 рубля
23397,996,4 доллара
23399,525,1 полтура
23400,376,1 доллар
23401,376,1 цент
23402,376,2 доллара
23404,369,2 риала
23406,663,9 тари
23408,453,20 долларов
23409,375,5 песо
23412,359,1 байоччи
23414,359,1/2 байоччи
23416,525,1 пенго
23418,501,6 пенсов
23421,464,1/2 шекеля
23423,401,500 лир
23424,500,5 эре
23429,389,5 евро
23435,706,1/12 талера
23439,419,20 долларов
23440,408,3 песо
23441,401,5 евро
23442,445,5 лир
23445,445,5 лир
23447,396,100 рейс
23452,404,500 лир
23454,735,10 риалов
23455,513,20 долларов
23457,615,5 долларов
23458,416,25 долларов
23459,590,3 рубля
23461,604,100 драм
23462,604,100 драм
23463,502,500 франков
23464,357,10 сентаво
23466,390,50 сентаво
23467,377,5 хетрум
23468,525,10 филлеров
23469,525,2 филлера
23473,361,1 шиллинг
23474,361,5 центов
23475,1028,1 филс
23477,479,1 сантим
23478,379,20 сен
23481,372,1 филс
23482,372,5 филс
23484,500,1 крона
23485,500,2 эре
23486,500,5 эре
23487,504,10 злотых
23488,365,5 сентаво
23494,413,1 песо
23495,403,1 лира
23496,403,10 лир
23497,403,10 куруш
23498,403,10 куруш
23499,403,25 лир
23500,403,5 лир
23501,403,5 куруш
23502,423,1/2 динара
23503,480,50 сентаво
23505,375,5 песо
23506,429,2 эре
23507,429,25 эре
23508,461,1/2 пенни
23512,457,50 сантим
23516,419,25 центов
23517,419,5 центов
23518,369,5000 динар
23519,360,1 крона
23520,769,1/10 гульдена
23521,482,1 гульден
23522,396,1000 эскудо
23524,403,500 лир
23525,423,1 динар
23527,429,2 эре
23529,429,5 эре
23530,517,2 сен
23536,525,50 филлеров
23537,501,20 центов
23538,402,25 милс
23541,445,5 лир
23542,445,5 лир
23544,404,10000 лир
23545,404,5000 лир
23546,404,5000 лир
23548,472,20 франков
23549,472,20 франков
23551,472,20 франков
23554,513,10 долларов
23556,489,10 франков
23557,489,10 франков
23558,489,10 франков
23559,489,10 франков
23560,489,10 франков
23564,397,5 фунтов
23570,464,1 лира
23572,464,1 шекель
23573,464,1 шекель
23574,464,1 шекель
23575,464,1 шекель
23576,464,1 шекель
23577,464,1/2 шекеля
23578,464,1/2 шекеля
23579,464,1/2 шекеля
23580,464,1/2 шекеля
23581,464,2 шекеля
23582,464,2 шекеля
23583,464,2 шекеля
23584,464,2 шекеля
23585,464,25 лир
23586,358,10 рупий
23587,401,5 лир
23589,633,1 пфенниг
23591,633,1 хеллер
23594,633,30 крейцеров
23595,508,2 фунта
23601,808,2/3 талера
23605,648,10 марок
23606,648,10 марок
23607,648,20 марок
23608,648,5 марок
23609,876,1 талер
23611,499,2/3 талера
23612,703,5 марок
23616,702,2 пфеннига
23620,502,1 франк
23621,502,20 франков
23622,930,48 шиллингов
23623,875,3 шварена
23626,399,1 фунт
23629,387,1/2 цента
23630,454,25 центов
23636,502,20 франков
23637,502,20 франков
23641,487,1 флорин
23643,545,5 франков
23644,379,50 сен
23645,417,50 сентаво
23646,396,500 эскудо
23647,424,10 франков
23648,703,2 пфеннига
23649,404,1 лира
23650,404,1000 лир
23652,404,1000 лир
23653,404,2 лиры
23654,404,50 сентим
23655,923,120 гран
23656,387,1/2 доллара
23657,384,5 франков
23659,359,5 лир
23660,400,10 лек
23661,400,5 лек
23662,533,2 лева
23664,876,1 талер
23665,734,10 риалов
23671,499,3 крейцера
23673,482,1/2 гульдена
23675,977,3 крейцера
23677,496,100 юаней
23681,472,20 франков
23683,370,10 шиллингов
23684,362,50 центов
23689,536,1 динар
23690,536,1 динар
23691,536,1 динар
23692,487,1 фунт
23695,462,500 рупий
23696,401,10 евро
23698,401,10 евро
23699,401,10000 лир
23703,445,5 лир
23704,445,5 лир
23707,445,5 лир
23709,504,500 злотых
23714,367,250 рупий
23715,404,1000 лир
23717,384,1 1/2 евро
23718,423,2 франка
23720,422,5 фунтов
23721,422,5 фунтов
23724,422,5 фунтов
23725,422,5 фунтов
23726,998,1000 франков
23728,659,2 марки
23729,659,32 шиллинга
23730,359,2 евро
23732,359,50 лир
23734,525,10 крейцеров
23737,419,5 долларов
23740,445,1 евро
23741,445,2 евро
23743,482,2 экю
23744,482,2 экю
23745,482,2 экю
23746,396,20 сентаво
23747,396,5 эскудо
23748,765,1/2 рупии
23749,717,5 лир
23752,583,20 шиллингов
23754,608,2 франка
23757,423,1 динар
23758,423,1 динар
23759,423,1 динар
23760,423,1 динар
23761,423,1 динар
23762,423,1 динар
23763,423,1 динар
23764,423,1 динар
23766,422,1 миллим
23773,409,1 соверен
23774,525,100 форинтов
23776,648,10 марок
23778,648,20 марок
23779,648,20 марок
23780,648,20 марок
23781,648,5 марок
23782,464,5 лир
23786,999,1 рупия
23787,999,1/2 рупии
23788,999,1/4 рупии
23792,396,10 сентаво
23795,403,100 куруш
23796,541,1 крона
23800,516,1000 драхм
23819,655,1000 франков
23822,513,20 долларов
23823,513,20 долларов
23829,489,1000 франков
23831,489,500 франков
23834,465,25 риалов
23842,396,100 эскудо
23843,396,100 эскудо
23844,483,500 тугриков
23848,615,20 долларов
23864,731,1000 франков
23866,574,10 рублей
23869,633,20 марок
23878,907,5 марок
23881,464,1 шекель
23883,464,1 шекель
23884,464,1/2 шекеля
23885,464,1/2 шекеля
23889,408,40 сентаво
23890,401,20 лир
23892,908,2/3 талера
23894,367,50 рупий
23895,1000,1 талер
23898,374,1 доллар
23899,590,100 рублей
23900,590,100 рублей
23901,387,10 долларов
23903,456,600 бат
23906,384,20 франков
23907,480,1/10 сукре
23908,405,20 крон
23909,400,50 киндарка
23913,443,1 боливар
23916,443,12 1/2 сентима
23920,467,1000 франков
23922,568,15 копеек
23923,569,5 копеек
23924,571,1 1/2 рубля
23925,571,25 копеек
23926,572,2 марки
23928,572,5 копеек
23930,359,5 байоччи
23931,359,500 лир
23932,359,500 лир
23934,359,500 лир
23935,359,500 лир
23936,359,500 лир
23937,743,1 фунт
23940,866,1 крейцер
23941,401,10 чентезимо
23942,482,50 гульденов
23943,404,1 лира
23944,404,1 лира
23947,404,10 лир
23948,404,10 лир
23949,404,2 лиры
23950,404,2 лиры
23951,404,2 лиры
23952,404,2 лиры
23953,404,20 лир
23954,404,20 лир
23956,404,5 лир
23957,404,5 лир
23958,404,5 лир
23959,404,5 лир
23960,404,50 лир
23962,403,1 куруш
23965,516,10 евро
23966,516,10 евро
23970,516,10 евро
23971,516,10 евро
23974,489,10 франков
23976,492,1 кордоба
23978,404,50 лир
23980,531,10 гривен
23982,515,10 евро
23985,535,250 динар
23986,535,250 динар
23991,504,2 злотых
24001,377,100 нгултрум
24002,376,1 доллар
24012,489,10 франков
24013,489,10 франков
24014,360,10 квач
24017,483,500 тугриков
24018,615,50 долларов
24028,392,1000 добрас
24031,416,2000 шиллингов
24032,624,200 вон
24035,624,5 вон
24038,384,10 франков
24041,433,10 долларов
24043,631,1000 франков
24059,401,5000 лир
24060,379,25 рингит
24068,404,1000 лир
24069,404,500 лир
24070,404,5000 лир
24077,420,2000 шиллингов
24079,433,2 доллара
24081,614,50 крон
24083,359,500 лир
24093,407,3 рубля
24096,407,1 рубль
24105,531,5 гривен
24107,492,1 кордоба
24108,521,500 филс
24109,474,1 лат
24110,474,10 сантим
24111,464,1 шекель
24113,464,5 шекелей
24115,556,5 колон
24116,451,100 гуарани
24117,451,1000 гуарани
24118,379,50 сен
24120,396,20 сентаво
24121,404,200 лир
24122,392,100 добрас
24124,392,2000 добрас
24126,392,500 добрас
24127,456,25 сатанг
24128,413,10 писо
24137,419,50 центов
24139,445,1 фунт
24140,371,2 риала
24141,977,1 крейцер
24142,490,1 риал
24145,384,5 франков
24146,403,5 куруш
24148,405,1 крона
24150,526,50 крон
24152,403,20 пар
24156,485,10 сентаво
24157,716,10 марок
24159,402,6 фунтов
24160,575,1 сентесимо
24162,541,10 крон
24163,415,1 джао
24168,501,3 пенса
24169,369,250 риалов
24173,380,500 песо
24175,408,5 сентаво
24176,401,1 лира
24177,401,10000 лир
24178,479,5 франков
24182,365,20 песо
24183,365,50 песо
24184,365,500 песо
24187,708,1/2 гульдена
24190,422,5 миллим
24191,415,1 джао
24200,564,1 рубль
24201,566,1 полушка
24202,568,1 рубль
24203,571,1 рубль
24204,571,1 полтина
24206,783,10 крейцеров
24208,795,5 марок
24209,720,1 шиллинг
24210,876,1 талер
24212,876,15 крейцеров
24215,660,10 чентезимо
24216,660,3 чентезимо
24218,401,2 чентезимо
24223,875,1 грош
24224,875,2 1/2 гроша
24227,1000,1 талер
24228,703,1 талер
24229,923,3 кавалли
24230,735,10 риалов
24231,735,10 риалов
24232,456,150 бат
24233,384,15 соль
24250,659,2 шиллинга
24257,996,2 доллара
24262,389,500 шиллингов
24277,615,100 долларов
24280,590,50 рублей
24286,702,1 пфенниг
24289,710,1 крейцер
24291,710,6 крейцеров
24292,357,200 рейс
24295,418,50 сентаво
24298,409,1 шиллинг
24302,868,50 пфеннигов
24304,369,1000 динар
24306,369,5000 динар
24307,660,1/4 лиры
24308,862,1 лепта
24310,408,5 песо
24311,408,5 песо
24314,575,1/10 бальбоа
24316,575,10 сентесим
24317,575,5 сентесим
24318,499,1/24 талера
24319,650,1 шиллинг
24320,650,3 пенса
24321,504,200000 злотых
24322,504,500 злотых
24323,1005,1/4 крейцера
24324,371,1/4 лимы
24325,371,1/5 соля
24326,908,5 пфеннигов
24327,703,1/6 талера
24329,591,1 песо
24330,591,25 сентаво
24332,716,5 марок
24333,716,5 марок
24334,716,5 марок
24337,502,2 франка
24338,515,25 пенни
24339,515,50 пенни
24340,480,1/2 сукре
24345,375,5 песо
24347,429,1/12 скиллинга
24349,702,1/24 талера
24351,702,6 пфеннигов
24353,868,100 марок
24354,1008,20 центов
24355,536,500 филс
24356,369,1/4 риала
24359,408,5 песо
24360,705,3 крейцера
24362,788,3 пфеннига
24363,1007,6 крейцеров
24364,384,20 франков
24365,384,20 франков
24390,369,500 риалов
24393,391,100 франков
24397,369,1/2 азади
24398,369,1/4 азади
24400,388,2000 песет
24403,367,25 рупий
24412,538,50 тенге
24415,538,50 тенге
24418,625,50 капик
24420,362,5 долларов
24422,388,5 евро
24423,399,1 крона
24424,469,1000 песо
24428,535,500 динар
24430,535,500 динар
24437,384,10 франков
24438,546,1 шо
24439,429,20 евро
24441,407,5 рублей
24448,404,10000 лир
24449,404,5000 лир
24450,716,2 марки
24456,359,500 лир
24459,359,1 евро
24462,479,10 мазунас
24464,396,500 эскудо
24465,396,500 эскудо
24466,396,500 эскудо
24467,396,500 эскудо
24468,396,500 эскудо
24472,403,25 лир
24474,409,2 фунта
24478,401,5000 лир
24481,540,2 евро
24483,472,20 франков
24681,400,Албания 1964
25261,533,2 лева
25262,370,50 песев
25263,533,50 стотинок
25315,533,20 стотинок
25355,533,10 стотинок
25471,359,10000 лир
25472,359,10000 лир
25477,419,10 долларов
25478,419,5 центов
25479,419,50 центов
25480,369,10 риалов
25482,401,5000 лир
25483,948,10000 динар
25484,465,1 филс
25485,465,10 филс
25488,465,50 филс
25489,459,2500 франков
25492,396,1000 эскудо
25496,396,200 эскудо
25499,396,200 эскудо
25501,396,200 эскудо
25502,396,8 евро
25503,504,10 злотых
25508,624,100 вон
25509,972,2500 франков
25510,387,1/2 доллара
25511,469,5000 песо
25517,422,5 фунтов
25518,422,5 фунтов
25520,422,5 фунтов
25521,422,5 фунтов
25522,422,5 фунтов
25562,544,5 шиллингов
25589,625,5 манат
25785,400,50 лек
26182,849,20 рублей
26186,849,20 рублей
26187,525,5000 форинтов
26189,769,1/4 стюбера
26397,390,20 сентаво
26398,445,2 милса
26402,419,5 долларов
26403,419,5 долларов
26404,408,5 песо
26406,385,10 долларов
26407,522,500 афгани
26408,387,1/4 доллара
26410,387,1/4 доллара
26411,387,1/4 доллара
26412,387,1/4 доллара
26413,387,1 доллар
26416,419,25 центов
26418,380,20 сентаво
26419,438,1 гульден
26420,515,20 экю
26957,576,2 1/2 заира
26958,382,10 квач
26962,474,1 лат
26966,503,3 динара
26968,489,1000 франков
26974,401,10 евро
26976,663,500 лир
26982,481,1 риал
26983,396,200 эскудо
26986,396,200 эскудо
26987,396,8 евро
26990,392,2000 добрас
26995,582,2 1/2 фунта
26996,582,5 фунтов
26998,624,5 вон
26999,624,5 вон
27001,384,1 1/2 евро
27010,389,20 крейцеров
27011,389,3 крейцера
27013,784,1 пфенниг
27015,865,1 хеллер
27017,866,3 геллера
27018,868,5 сантим
27019,494,5 бани
27021,358,1/12 анны
27025,361,2 шиллинга
27029,445,1 евроцент
27031,445,2 евроцента
27038,705,6 крейцеров
27039,499,1/3 талера
27041,482,5 евро
27044,500,2 эре
27045,396,2 1/2 экю
27046,396,200 эскудо
27052,741,2 доллара
27053,371,1 сентаво
27058,412,10 центов
27059,708,1 крейцер
27060,515,50 пенни
27061,614,5 крон
27063,526,100 крон
27066,407,3 рубля
27067,407,50 рублей
27068,407,3 рубля
27075,407,25 рублей
27076,407,3 рубля
27079,407,3 рубля
27080,407,10 рублей
27081,407,10 рублей
27082,407,10 рублей
27083,407,10 рублей
27085,407,3 рубля
27086,407,3 рубля
27087,407,3 рубля
27088,407,3 рубля
27089,407,25 рублей
27090,407,3 рубля
27091,407,2 рубля
27092,407,2 рубля
27093,407,2 рубля
27095,407,10 рублей
27096,407,2 рубля
27097,407,2 рубля
27098,407,2 рубля
27099,407,2 рубля
27101,407,50 рублей
27103,407,3 рубля
27107,407,5 рублей
27108,407,5 рублей
27109,407,25 рублей
27111,407,3 рубля
27112,407,10 рублей
27115,407,10 рублей
27116,407,10 рублей
27117,407,10 рублей
27118,407,25 рублей
27119,407,3 рубля
27120,407,25 рублей
27121,407,25 рублей
27122,407,3 рубля
27124,407,3 рубля
27125,407,1 рубль
27126,407,1 рубль
27127,407,1 рубль
27128,407,10 рублей
27129,407,10 рублей
27130,407,10 рублей
27131,407,2 рубля
27132,407,2 рубля
27133,407,2 рубля
27134,407,2 рубля
27135,407,2 рубля
27136,407,2 рубля
27137,407,1 рубль
27138,407,1 рубль
27139,407,1 рубль
27141,407,50 рублей
27145,407,50 рублей
27150,407,3 рубля
27151,407,50 рублей
27152,407,3 рубля
27153,407,3 рубля
27156,407,25 рублей
27159,407,3 рубля
27162,407,3 рубля
27163,407,3 рубля
27164,407,10000 рублей
27168,407,3 рубля
27169,407,10 рублей
27170,407,10 рублей
27171,407,10 рублей
27172,407,10 рублей
27173,407,10 рублей
27174,407,25 рублей
27175,407,3 рубля
27176,407,25 рублей
27177,407,25 рублей
27178,407,3 рубля
27182,407,10 рублей
27183,407,10 рублей
27184,407,10 рублей
27185,407,2 рубля
27186,407,2 рубля
27187,407,2 рубля
27188,407,2 рубля
27189,407,2 рубля
27191,407,1 рубль
27195,407,1 рубль
27196,407,50 рублей
27199,407,5 рублей
27200,407,5 рублей
27201,407,3 рубля
27202,407,25 рублей
27203,407,3 рубля
27208,407,3 рубля
27209,407,50 рублей
27210,407,3 рубля
27211,407,10 рублей
27212,407,10 рублей
27213,407,10 рублей
27214,407,10 рублей
27215,407,10 рублей
27216,407,10 рублей
27218,407,3 рубля
27219,407,3 рубля
27220,407,3 рубля
27221,407,3 рубля
27222,407,3 рубля
27223,407,1 рубль
27224,407,1 рубль
27225,407,1 рубль
27226,407,25 рублей
27227,407,2 рубля
27228,407,25 рублей
27229,407,2 рубля
27230,407,25 рублей
27231,407,2 рубля
27232,407,25 рублей
27233,407,2 рубля
27234,407,25 рублей
27235,407,25 рублей
27236,407,2 рубля
27237,407,2 рубля
27238,407,25 рублей
27240,407,25 рублей
27241,407,2 рубля
27242,407,25 рублей
27243,407,2 рубля
27244,407,25 рублей
27245,407,2 рубля
27246,407,25 рублей
27247,407,2 рубля
27248,407,25 рублей
27249,407,2 рубля
27250,407,10 рублей
27251,407,10 рублей
27252,407,10 рублей
27253,407,10 рублей
27254,407,2 рубля
27255,407,2 рубля
27256,407,1 рубль
27257,407,1 рубль
27258,407,1 рубль
27261,407,3 рубля
27263,407,50 рублей
27265,407,3 рубля
27267,407,50 рублей
27269,407,3 рубля
27270,407,3 рубля
27271,407,10 рублей
27273,407,3 рубля
27279,407,50 рублей
27281,407,25 рублей
27283,407,3 рубля
27284,407,3 рубля
27285,407,25 рублей
27286,407,25 рублей
27287,407,3 рубля
27288,407,3 рубля
27289,407,3 рубля
27290,407,1 рубль
27291,407,1 рубль
27293,407,50 рублей
27294,407,3 рубля
27295,407,50 рублей
27296,407,3 рубля
27297,407,50 рублей
27298,407,3 рубля
27299,407,50 рублей
27300,407,3 рубля
27301,407,50 рублей
27302,407,3 рубля
27303,407,50 рублей
27304,407,3 рубля
27305,407,10 рублей
27306,407,10 рублей
27307,407,10 рублей
27308,407,2 рубля
27309,407,2 рубля
27310,407,2 рубля
27314,407,3 рубля
27316,407,25 рублей
27317,407,3 рубля
27320,407,5 рублей
27321,407,5 рублей
27324,407,3 рубля
27325,407,3 рубля
27326,407,3 рубля
27327,407,3 рубля
27328,407,3 рубля
27330,407,1 рубль
27331,407,1 рубль
27332,407,50 рублей
27333,407,3 рубля
27334,407,50 рублей
27335,407,3 рубля
27336,407,50 рублей
27337,407,3 рубля
27338,407,50 рублей
27339,407,3 рубля
27340,407,50 рублей
27341,407,3 рубля
27342,407,25 рублей
27343,407,2 рубля
27344,407,50 рублей
27345,407,3 рубля
27347,407,2 рубля
27348,407,25 рублей
27349,407,2 рубля
27351,407,2 рубля
27352,407,25 рублей
27353,407,2 рубля
27354,407,25 рублей
27355,407,2 рубля
27356,407,10 рублей
27357,407,10 рублей
27358,407,10 рублей
27359,407,10 рублей
27360,407,2 рубля
27361,407,2 рубля
27362,407,2 рубля
27366,407,50 рублей
27370,407,3 рубля
27373,407,1 рубль
27374,407,1 рубль
